NAME,BOARD,TYPE,NAME_AB,ADDRESS_AB,CITY,PROVINCE,GRADES,POSTSECOND,DATA_SOURCE,PROVINCIAL_CODE_NUM,ECS,ELEM,JUNIOR_H,SENIOR_H,PROCESS_DT,POSTAL_COD,STRUCTURE_ID,longitude,latitude,location
Penbrooke Meadows,Calgary School District No. 19,Public School,Penbrooke Meadows School,5645 Pensacola Crescent SE,Calgary,AB,GRK-5,N,CBE Data,9356,Y,Y,N,N,2019/03/03,T2A2G4,1382128,-113.952188795742,51.0417953323871,"(51.0417953323871, -113.952188795742)"
Panorama Hills,Calgary School District No. 19,Public School,Panorama Hills School,1057 Panorama Hills Drive NW,Calgary,AB,GRK-4,N,CBE Data,1452,Y,Y,N,N,2019/03/03,T3K0S4,1375881,-114.085921449104,51.1558140131567,"(51.1558140131567, -114.085921449104)"
Sherwood,Calgary School District No. 19,Public School,Sherwood School,2011 66 Avenue SE,Calgary,AB,GR4-9,N,CBE Data,9632,N,Y,Y,N,2019/03/03,T2C1J4,1382196,-114.011478422708,50.9936966786071,"(50.9936966786071, -114.011478422708)"
F.E. Osborne,Calgary School District No. 19,Public School,F. E. Osborne School,5315 Varsity Drive NW,Calgary,AB,GR7-9,N,CBE Data,9651,N,N,Y,N,2019/03/03,T3A1A7,1384088,-114.162965017473,51.0928118022324,"(51.0928118022324, -114.162965017473)"
Our Lady of the Evergreens,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of the Evergreens Catholic School,322 Everridge Drive SW,Calgary,AB,Elementary,N,CSSD Data,1485,N,Y,N,N,2019/03/03,T2Y0L5,1382253,-114.122194226595,50.9143738110691,"(50.9143738110691, -114.122194226595)"
Hawkwood,Calgary School District No. 19,Public School,Hawkwood School,650 Hawkwood Boulevard NW,Calgary,AB,GRK-6,N,CBE Data,9273,Y,Y,N,N,2019/03/03,T3G2V7,1383684,-114.178746104609,51.130656914873,"(51.130656914873, -114.178746104609)"
École La Mosaïque,The Southern Francophone Education Region No. 4,Francophone,École La Mosaïque,199 Martindale Blvd NE,Calgary,AB,Elementary,N,Provincial Data,1365,N,Y,N,N,2019/03/03,T3J3G4,2365672,-113.957511775779,51.1137667034217,"(51.1137667034217, -113.957511775779)"
Sunalta,Calgary School District No. 19,Public School,Sunalta School,536 Sonora Avenue SW,Calgary,AB,GRK-6,N,CBE Data,9368,Y,Y,N,N,2019/03/03,T3C2J9,1382600,-114.110897654139,51.0413434048884,"(51.0413434048884, -114.110897654139)"
Calgary Academy,Calgary Academy Society,Private School,Calgary Academy,1677 93 rd Street S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,9908,N,Y,Y,Y,2019/03/03,T3H0R3,1382819,-114.224247937235,51.039430084619,"(51.039430084619, -114.224247937235)"
Janus Academy,Janus Academy Society,Private School,Janus Academy,2223 Spiller Road SE,Calgary,AB,Elementary,N,Provincial Data,32,N,Y,N,N,2019/03/03,T2G4G9,1377882,-114.045789442716,51.0331885880225,"(51.0331885880225, -114.045789442716)"
Bow Valley College,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2019/03/03,T2G4S6,1352704,-114.056199418213,51.0476951141957,"(51.0476951141957, -114.056199418213)"
Auburn Bay,Calgary School District No. 19,Public School,Auburn Bay School,7 Auburn Bay Avenue SE,Calgary,AB,GRK-6,N,CBE Data,2085,Y,Y,N,N,2019/03/03,T3M0K6,2365185,-113.962328023586,50.8967550036387,"(50.8967550036387, -113.962328023586)"
James Fowler High,Calgary School District No. 19,Public School,CLS James Fowler Writing Centre,4004 4 Street NW,Calgary,AB,GR10-12,N,CBE Data,2246,N,N,N,Y,2019/03/03,T2K1A1,1383037,-114.070516303064,51.086532146809,"(51.086532146809, -114.070516303064)"
Sam Livingston,Calgary School District No. 19,Public School,Sam Livingston School,12011 Bonaventure Drive SE,Calgary,AB,GRK-4,N,CBE Data,9354,Y,Y,N,N,2019/03/03,T2J3G7,1382574,-114.061270342249,50.9454481840447,"(50.9454481840447, -114.061270342249)"
Marion Carson,Calgary School District No. 19,Public School,Marion Carson School,5225 Varsity Drive NW,Calgary,AB,GRK-6,N,CBE Data,9241,Y,Y,N,N,2019/03/03,T3A1A7,1382939,-114.161406272111,51.0929165841489,"(51.0929165841489, -114.161406272111)"
Sainte Marguerite Bourgeoys,The Southern Francophone Education Region No. 4,Francophone,Sainte Marguerite Bourgeoys,4700 Richard Road S.W.,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,8707,N,Y,Y,Y,2019/03/03,T3E6L1,1382209,-114.121583185951,51.0111375833166,"(51.0111375833166, -114.121583185951)"
St. Stephen,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Stephen School,10910 Elbow Dr SW,Calgary,AB,Elementary / Junior High,N,CSSD Data,8719,N,Y,Y,N,2019/03/03,T2W1G6,1382268,-114.083852490362,50.9556954133541,"(50.9556954133541, -114.083852490362)"
Young Adult Program,Calgary School District No. 19,Public School,Young Adult Program,1403 29 Street NW,Calgary,AB,SPECIALTY,N,CBE Data,9512,N,N,N,N,2019/03/03,T2N2T9,1586600,-114.134410717164,51.064668759076,"(51.064668759076, -114.134410717164)"
Sir John Franklin,Calgary School District No. 19,Public School,Sir John Franklin School,2215 8 Avenue NE,Calgary,AB,GR5-9,N,CBE Data,9649,N,Y,Y,N,2019/03/03,T2E0T7,1380739,-114.007923058686,51.0596772184234,"(51.0596772184234, -114.007923058686)"
Our Lady of Grace,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of Grace School,736 Evanston Drive NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,2083,N,Y,Y,N,2019/03/03,T3P0N7,2357507,-114.120486602551,51.1793394377019,"(51.1793394377019, -114.120486602551)"
Haysboro,Calgary School District No. 19,Public School,Haysboro School,1123 87 Avenue SW,Calgary,AB,GRK-6,N,CBE Data,9316,Y,Y,N,N,2019/03/03,T2V0W2,1382894,-114.089135773806,50.9754951776305,"(50.9754951776305, -114.089135773806)"
Our Lady of the Assumption,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of the Assumption School,7311 34 Ave NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,8701,N,Y,Y,N,2019/03/03,T3B1N5,1382148,-114.191350259665,51.0832996146841,"(51.0832996146841, -114.191350259665)"
Willow Park,Calgary School District No. 19,Public School,Willow Park School,343 Willow Park Drive SE,Calgary,AB,GR5-9,N,CBE Data,9331,N,Y,Y,N,2019/03/03,T2J0K7,1382886,-114.060687321908,50.9577961580126,"(50.9577961580126, -114.060687321908)"
Langevin,Calgary School District No. 19,Public School,Langevin School,107 6A Street NE,Calgary,AB,GRK-9,N,CBE Data,9609,Y,Y,Y,N,2019/03/03,T2E0B7,1382847,-114.047709610042,51.0528506513027,"(51.0528506513027, -114.047709610042)"
Discovering Choices II - Marlborough,Calgary School District No. 19,Public School,Discovering Choices 2,"92, 1116 3800 Memorial Drive NE",Calgary,AB,OUTREACH,N,CBE Data,1161,N,N,N,N,2019/03/03,T2A2K2,1374532,-113.9784098464,51.055338754642,"(51.055338754642, -113.9784098464)"
Colonel Walker,Calgary School District No. 19,Public School,Colonel Walker School,1921 9 Avenue SE,Calgary,AB,GRK-6,N,CBE Data,9602,Y,Y,N,N,2019/03/03,T2G0V3,1382524,-114.019034738333,51.0343619957554,"(51.0343619957554, -114.019034738333)"
Holy Child,Calgary Roman Catholic Separate School District No. 1,Separate School,Holy Child School,31 Silverado Terrace SW,Calgary,AB,Elementary / Junior High,N,CSSD Data,2160,N,Y,Y,N,2019/03/03,T2X0K4,2382710,-114.083138122926,50.8861830241299,"(50.8861830241299, -114.083138122926)"
Connect Charter,Connect Charter School Society,Charter,Connect Charter School,5915 Lewis Drive S.W.,Calgary,AB,Elementary/Junior High,N,Provincial Data,335,N,Y,Y,N,2019/03/03,T3E5Z4,1382207,-114.135758424817,51.0003735217933,"(51.0003735217933, -114.135758424817)"
A. E. Cross,Calgary School District No. 19,Public School,A. E. Cross School,3445 37 Street SW,Calgary,AB,GR7-9,N,CBE Data,9638,N,N,Y,N,2019/03/03,T3E3C2,1382604,-114.14209579694,51.0232443072172,"(51.0232443072172, -114.14209579694)"
Roland Michener,Calgary School District No. 19,Public School,Roland Michener School,5958 4 Avenue NE,Calgary,AB,GRK-5,N,CBE Data,9250,Y,Y,N,N,2019/03/03,T2A4B1,1381381,-113.947399699722,51.0570193872785,"(51.0570193872785, -113.947399699722)"
William D. Pratt,Calgary School District No. 19,Public School,William D. Pratt School,9850 Royal Oak Way NW,Calgary,AB,GR4-9,N,CBE Data,2067,N,Y,Y,N,2019/03/03,T3G0A4,2357882,-114.224092591348,51.1493606532749,"(51.1493606532749, -114.224092591348)"
Marlborough,Calgary School District No. 19,Public School,Marlborough School,4711 Maryvale Drive NE,Calgary,AB,GRK-5,N,CBE Data,9322,Y,Y,N,N,2019/03/03,T2A3A1,1382216,-113.965499647067,51.0560835691229,"(51.0560835691229, -113.965499647067)"
Mount View,Calgary School District No. 19,Public School,Mount View School,2004 4 Street NE,Calgary,AB,GRK-6,N,CBE Data,9224,Y,Y,N,N,2019/03/03,T2E3T8,1381135,-114.052061894846,51.0696254368519,"(51.0696254368519, -114.052061894846)"
Northwest Elementary Campus,Foundations for the Future Charter Academy Charter School Society,Charter,Northwest Elementary Campus,719-44 Ave NW,Calgary,AB,Elementary,N,Provincial Data,1350,N,Y,N,N,2019/03/03,T2K0J5,1383135,-114.078059409864,51.0931727462862,"(51.0931727462862, -114.078059409864)"
St. Ambrose,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Ambrose School,1500 Arbour Lake Rd NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,390,N,Y,Y,N,2019/03/03,T3G4X9,1383685,-114.206163606179,51.13347037757,"(51.13347037757, -114.206163606179)"
Holy Name,Calgary Roman Catholic Separate School District No. 1,Separate School,Holy Name (Bilingual) School,3011 35 St SW,Calgary,AB,Elementary,N,CSSD Data,8504,N,Y,N,N,2019/03/03,T3E2Y7,1382510,-114.139003602158,51.028271889719,"(51.028271889719, -114.139003602158)"
John G. Diefenbaker High,Calgary School District No. 19,Public School,John G Diefenbaker High School,6620 4 Street NW,Calgary,AB,GR10-12,N,CBE Data,9860,N,N,N,Y,2019/03/03,T2K1C2,1383511,-114.070131165801,51.1127974410161,"(51.1127974410161, -114.070131165801)"
King George,Calgary School District No. 19,Public School,King George School,2108 10 Street NW,Calgary,AB,GRK-6,N,CBE Data,9608,Y,Y,N,N,2019/03/03,T2M3M4,1381140,-114.084055528401,51.0708970682478,"(51.0708970682478, -114.084055528401)"
James Short Memorial,Calgary School District No. 19,Public School,James Short Memorial School,6333 5 Avenue SE,Calgary,AB,GRPRE-K-2,N,CBE Data,9364,Y,Y,N,N,2019/03/03,T2A3V7,1382928,-113.942798303899,51.0478605361312,"(51.0478605361312, -113.942798303899)"
Columbia College,Columbia College Corp.,Private School,Columbia College,802 Manning Road N.E.,Calgary,AB,Senior High,N,Provincial Data,9964,N,N,N,Y,2019/03/03,T2E7N8,1374781,-114.018021963814,51.0570018264273,"(51.0570018264273, -114.018021963814)"
Emily Follensbee,Calgary School District No. 19,Public School,Emily Follensbee School,5139 14 Street SW,Calgary,AB,SPECIALTY,N,CBE Data,9036,N,N,N,N,2019/03/03,T2T3W5,1384216,-114.09557493147,51.0076358722993,"(51.0076358722993, -114.09557493147)"
Fairview,Calgary School District No. 19,Public School,Fairview School,7840 Fairmount Drive SE,Calgary,AB,GR4-9,N,CBE Data,9633,N,Y,Y,N,2019/03/03,T2H0Y1,1382900,-114.059450017762,50.9839855600895,"(50.9839855600895, -114.059450017762)"
Banting and Best,Calgary School District No. 19,Public School,Banting and Best School,1819 66 Avenue SE,Calgary,AB,GRK-3,N,CBE Data,9369,Y,Y,N,N,2019/03/03,T2C2K5,1382908,-114.013853823217,50.993726042518,"(50.993726042518, -114.013853823217)"
Clarence Sansom,Calgary School District No. 19,Public School,Clarence Sansom School,5840 24 Avenue NE,Calgary,AB,GR7-9,N,CBE Data,9682,N,N,Y,N,2019/03/03,T1Y6G4,1383016,-113.94919550352,51.0746134753666,"(51.0746134753666, -113.94919550352)"
St. Maria Goretti,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Maria Goretti Elementary School,375 Hawkstone Dr NW,Calgary,AB,Elementary,N,CSSD Data,8556,N,Y,N,N,2019/03/03,T3G3T7,1413751,-114.177750729407,51.1345242224129,"(51.1345242224129, -114.177750729407)"
St. Cecilia,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Cecilia (Bilingual) Elementary School,610 Agate Cres SE,Calgary,AB,Elementary,N,CSSD Data,8513,N,Y,N,N,2019/03/03,T2J0Z3,1382891,-114.050411102801,50.9652960823221,"(50.9652960823221, -114.050411102801)"
Calgary German Language School Society,Calgary German Language School Society,Private School,Calgary German Language School Society,3940 73 Street NW,Calgary,AB,Unknown,N,Provincial Data,9925,N,N,N,N,2019/03/03,T3B2L9,1382349,-114.19278889034,51.0875590584316,"(51.0875590584316, -114.19278889034)"
St. Bernadette,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Bernadette School,55 Lynndale Cres SE,Calgary,AB,Elementary,N,CSSD Data,8709,N,Y,N,N,2019/03/03,T2C0T8,1541842,-114.0091978203,50.990390881488,"(50.990390881488, -114.0091978203)"
Bob Edwards,Calgary School District No. 19,Public School,Bob Edwards School,4424 Marlborough Drive NE,Calgary,AB,GR6-9,N,CBE Data,9623,N,Y,Y,N,2019/03/03,T2A2Z5,1381386,-113.96877372842,51.0599293996757,"(51.0599293996757, -113.96877372842)"
Holy Trinity,Calgary Roman Catholic Separate School District No. 1,Separate School,Holy Trinity School,1717 41 St SE,Calgary,AB,Elementary,N,CSSD Data,8506,N,Y,N,N,2019/03/03,T2A1L2,1382817,-113.974945592245,51.0389700080979,"(51.0389700080979, -113.974945592245)"
Colonel Irvine,Calgary School District No. 19,Public School,Colonel Irvine School,412 Northmount Drive NW,Calgary,AB,GR5-9,N,CBE Data,9622,N,Y,Y,N,2019/03/03,T2K3H6,1384087,-114.079932054752,51.0924367615179,"(51.0924367615179, -114.079932054752)"
Rundle College Elementary,Rundle College Society,Private School,Rundle College Elementary School,7615 - 17 Ave SW,Calgary,AB,Elementary,N,Provincial Data,9979,N,Y,N,N,2019/03/03,T3H3W5,2362137,-114.197319688988,51.036713086051,"(51.036713086051, -114.197319688988)"
Hillhurst,Calgary School District No. 19,Public School,Hillhurst School,1418 7 Avenue NW,Calgary,AB,GRK-6,N,CBE Data,9218,Y,Y,N,N,2019/03/03,T2N0Z2,1381385,-114.09313718396,51.0592947663805,"(51.0592947663805, -114.09313718396)"
Holy Cross,Calgary Roman Catholic Separate School District No. 1,Separate School,Holy Cross Elementary Junior High School,3719 26 Ave SE,Calgary,AB,Elementary / Junior High,N,CSSD Data,8704,N,Y,Y,N,2019/03/03,T2B0C6,1382831,-113.979562542452,51.0300554058093,"(51.0300554058093, -113.979562542452)"
Vincent Massey,Calgary School District No. 19,Public School,Vincent Massey School,939 45 Street SW,Calgary,AB,GR7-9,N,CBE Data,9628,N,N,Y,N,2019/03/03,T3C2B9,1382130,-114.153423103904,51.0440372581387,"(51.0440372581387, -114.153423103904)"
St. Damien,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Damien School,3619 28 St SE,Calgary,AB,Elementary,N,CSSD Data,8550,N,Y,N,N,2019/03/03,T2B2J1,1382602,-113.992197078642,51.0219097042796,"(51.0219097042796, -113.992197078642)"
Dr. Gordon Higgins,Calgary School District No. 19,Public School,Dr. Gordon Higgins School,155 Rundlehill Drive NE,Calgary,AB,GR7-9,N,CBE Data,9346,N,N,Y,N,2019/03/03,T1Y2W9,1383017,-113.970664033464,51.0752696680672,"(51.0752696680672, -113.970664033464)"
St. Joseph,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Joseph Elementary Junior High School,2512 5 St NW,Calgary,AB,Elementary / Junior High,N,CSSD Data,8713,N,Y,Y,N,2019/03/03,T2M3C7,1380561,-114.073316922349,51.0747865735387,"(51.0747865735387, -114.073316922349)"
Discovering Choices - Downtown - CACY,Calgary School District No. 19,Public School,Discovering Choices,"206, 315 10 Avenue SE",Calgary,AB,OUTREACH,N,CBE Data,9868,N,N,N,N,2019/03/03,T2G0W2,1428383,-114.056693260241,51.0428705066624,"(51.0428705066624, -114.056693260241)"
Canyon Meadows,Calgary School District No. 19,Public School,Canyon Meadows School,395 Canterbury Drive SW,Calgary,AB,GRK-5,N,CBE Data,9355,Y,Y,N,N,2019/03/03,T2W1J1,1382575,-114.078091154179,50.9474103596304,"(50.9474103596304, -114.078091154179)"
River Valley,River Valley School Society,Private School,River Valley School,3127 Bowwood Drive N.W.,Calgary,AB,Elementary,N,Provincial Data,9921,N,Y,N,N,2019/03/03,T3B2E7,1376234,-114.174344090246,51.0794694128566,"(51.0794694128566, -114.174344090246)"
Mount Royal University - City Centre Campus,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2019/03/03,T2P3T5,1005439,-114.080310820822,51.0495528330307,"(51.0495528330307, -114.080310820822)"
Collingwood,Calgary School District No. 19,Public School,Collingwood School,3826 Collingwood Drive NW,Calgary,AB,GRK-5,N,CBE Data,9212,Y,Y,N,N,2019/03/03,T2L0R6,1382295,-114.103257514116,51.0857819241934,"(51.0857819241934, -114.103257514116)"
Monsignor J.J. O'Brien,Calgary Roman Catholic Separate School District No. 1,Separate School,Monsignor J. J. O'Brien,99 Bridlewood Rd SW,Calgary,AB,Elementary / Junior High,N,CSSD Data,589,N,Y,Y,N,2019/03/03,T2Y4J5,1382188,-114.103860008109,50.9015676029889,"(50.9015676029889, -114.103860008109)"
Greek Community,Hellenic Society of Calgary and District,Private School,Greek Community School,1 Tamarac Crescent S.W.,Calgary,AB,Unknown,N,Provincial Data,9957,N,N,N,N,2019/03/03,T3C3B7,1377463,-114.13749373808,51.0481739099386,"(51.0481739099386, -114.13749373808)"
Peter Lougheed,Calgary School District No. 19,Public School,Peter Lougheed School,148 Saddletree Close NE,Calgary,AB,GR5-9,N,CBE Data,2068,N,Y,Y,N,2019/03/03,T3J5J1,2357896,-113.955683227314,51.1306696315577,"(51.1306696315577, -113.955683227314)"
Citadel Park,Calgary School District No. 19,Public School,Citadel Park School,808 Citadel Drive NW,Calgary,AB,GRK-4,N,CBE Data,1332,Y,Y,N,N,2019/03/03,T3G4B8,1383729,-114.174234518245,51.1454510589892,"(51.1454510589892, -114.174234518245)"
Belfast,Calgary School District No. 19,Public School,Belfast School,1229 17A Street NE,Calgary,AB,GRK-6,N,CBE Data,9203,Y,Y,N,N,2019/03/03,T2E4V4,1382330,-114.01830826164,51.0633749850541,"(51.0633749850541, -114.01830826164)"
Chris Akkerman,Calgary School District No. 19,Public School,Chris Akkerman School,5004 Marbank Drive NE,Calgary,AB,GRK-5,N,CBE Data,9339,Y,Y,N,N,2019/03/03,T2A3J6,1382333,-113.963010966773,51.0637572713232,"(51.0637572713232, -113.963010966773)"
Coventry Hills,Calgary School District No. 19,Public School,Coventry Hills School,12350 Coventry Hills Way NE,Calgary,AB,GRPRE-K-3,N,CBE Data,1038,Y,Y,N,N,2019/03/03,T3K5S9,1383529,-114.051413663958,51.1651804040156,"(51.1651804040156, -114.051413663958)"
Nellie McClung,Calgary School District No. 19,Public School,Nellie McClung School,2315 Palliser Drive SW,Calgary,AB,GRK-6,N,CBE Data,9333,Y,Y,N,N,2019/03/03,T2V3S4,1382593,-114.113013755696,50.9684953012437,"(50.9684953012437, -114.113013755696)"
Dr. E.P. Scarlett High,Calgary School District No. 19,Public School,Dr. E. P. Scarlett High School,220 Canterbury Drive SW,Calgary,AB,GR10-12,N,CBE Data,9858,N,N,N,Y,2019/03/03,T2W1H4,1382810,-114.087971948731,50.9487873629379,"(50.9487873629379, -114.087971948731)"
Jennie Elliott,Calgary School District No. 19,Public School,Jennie Elliott School,3031 Lindsay Drive SW,Calgary,AB,GRK-6,N,CBE Data,9103,Y,Y,N,N,2019/03/03,T3E6A9,1382197,-114.12722864308,50.9961295624074,"(50.9961295624074, -114.12722864308)"
Olympic Heights,Calgary School District No. 19,Public School,Olympic Heights School,875 Strathcona Drive SW,Calgary,AB,GRK-6,N,CBE Data,9382,Y,Y,N,N,2019/03/03,T3H2Z7,1382135,-114.180776462904,51.0459675862222,"(51.0459675862222, -114.180776462904)"
Ramsay,Calgary School District No. 19,Public School,Ramsay School,2223 Spiller Road SE,Calgary,AB,GRK-6,N,CBE Data,9130,Y,Y,N,N,2019/03/03,T2G4G9,1377882,-114.045789442716,51.0331885880225,"(51.0331885880225, -114.045789442716)"
Discovering Choices - Westbrook Outreach,Calgary School District No. 19,Public School,Westbrook Outreach,"3, 1002 37 Street SW",Calgary,AB,OUTREACH,N,CBE Data,1260,N,N,N,N,2019/03/03,T3C1S1,1585948,-114.140306844474,51.0442879860746,"(51.0442879860746, -114.140306844474)"
Webber Academy,Webber Academy Foundation,Private School,Webber Academy,1515 - 93 Street SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,21,N,Y,Y,Y,2019/03/03,T3H4A8,1588053,-114.225022071412,51.0441214540501,"(51.0441214540501, -114.225022071412)"
Our Lady of Lourdes,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of Lourdes,1916 2 St SW,Calgary,AB,Elementary / Junior High / Senior High,N,CSSD Data,598,N,Y,Y,Y,2019/03/03,T2S1S3,1379069,-114.068160346876,51.0356731179871,"(51.0356731179871, -114.068160346876)"
Ernest Manning High,Calgary School District No. 19,Public School,Ernest Manning High School,20 Springborough Boulevard SW,Calgary,AB,GR10-12,N,CBE Data,9826,N,N,N,Y,2019/03/03,T3H0N7,1539496,-114.189235339884,51.035957024168,"(51.035957024168, -114.189235339884)"
Rundle College Junior High,Rundle College Society,Private School,Rundle College Junior High School,7375 - 17 Avenue SW,Calgary,AB,Junior High,N,Provincial Data,5002,N,N,Y,N,2019/03/03,T3H3W5,1382816,-114.193922082318,51.036894107398,"(51.036894107398, -114.193922082318)"
Don Bosco,Calgary Roman Catholic Separate School District No. 1,Separate School,Don Bosco School,13615 Deer Ridge Dr SE,Calgary,AB,Elementary / Junior High,N,CSSD Data,8727,N,Y,Y,N,2019/03/03,T2J6S7,1382581,-114.018252656818,50.9313006910346,"(50.9313006910346, -114.018252656818)"
Westgate,Calgary School District No. 19,Public School,Westgate School,150 Westminster Drive SW,Calgary,AB,GRK-6,N,CBE Data,9140,Y,Y,N,N,2019/03/03,T3C2T3,1000910,-114.159199840344,51.0444881458484,"(51.0444881458484, -114.159199840344)"
Clear Water Academy,Clear Water Academy Foundation,Private School,Clear Water Academy,2521 Dieppe Avenue SW,Calgary,AB,Elementary/Junior High/Senior High,N,Provincial Data,7976,N,Y,Y,Y,2019/03/03,T3E7J9,1000708,-114.120973960914,51.0193760417561,"(51.0193760417561, -114.120973960914)"
Eric Harvie,Calgary School District No. 19,Public School,Eric Harvie School,357 Tuscany Drive NW,Calgary,AB,GRK-4,N,CBE Data,2031,Y,Y,N,N,2019/03/03,T3L3C9,2365208,-114.251111122903,51.1280418777408,"(51.1280418777408, -114.251111122903)"
Art Smith Aero Centre,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2019/03/03,T2E9B5,1374654,-114.005456270064,51.1011594046186,"(51.1011594046186, -114.005456270064)"
Griffith Woods,Calgary School District No. 19,Public School,Griffith Woods School,7652 26 Avenue SW,Calgary,AB,GRK-9,N,CBE Data,2147,Y,Y,Y,N,2019/03/03,T3H3X2,2427822,-114.19474696299,51.030979407944,"(51.030979407944, -114.19474696299)"
St. Pius X,Calgary Roman Catholic Separate School District No. 1,Separate School,Ecole St. Pius X School,2312 18 St NW,Calgary,AB,Elementary,N,CSSD Data,8524,N,Y,N,N,2019/03/03,T2M3T5,1383009,-114.103406263171,51.0729725334332,"(51.0729725334332, -114.103406263171)"
South Middle School Campus,Foundations for the Future Charter Academy Charter School Society,Charter,South Middle School Campus,8710 Ancourt Rd. SE,Calgary,AB,Elementary/Junior High,N,Provincial Data,1351,N,Y,Y,N,2019/03/03,T2H1V2,1382501,-114.053305028907,50.975290241194,"(50.975290241194, -114.053305028907)"
Midsun,Calgary School District No. 19,Public School,Midsun School,660 Sunmills Drive SE,Calgary,AB,GR7-9,N,CBE Data,348,N,N,Y,N,2019/03/03,T2X3R5,1382959,-114.030915367945,50.9018494706971,"(50.9018494706971, -114.030915367945)"
West Dover,Calgary School District No. 19,Public School,West Dover School,3113 30 Avenue SE,Calgary,AB,GRK-5,N,CBE Data,9357,Y,Y,N,N,2019/03/03,T2B0G9,1382974,-113.990647959381,51.0263292242238,"(51.0263292242238, -113.990647959381)"
Trinity Christian,Palliser Regional Division No. 26,Public School,Trinity Christian School,"#100, 295 Midpark Way S.E.",Calgary,AB,Elementary/Junior High,N,Provincial Data,9973,N,Y,Y,N,2019/03/03,T2X2A8,1551635,-114.062240403985,50.9093282304568,"(50.9093282304568, -114.062240403985)"
Madeleine d'Houet,Calgary Roman Catholic Separate School District No. 1,Separate School,Madeleine D' Houet Bilingual School,108 22 St NW,Calgary,AB,Junior High,N,CSSD Data,8728,N,N,Y,N,2019/03/03,T2N2M8,1382140,-114.112238301402,51.0531936071066,"(51.0531936071066, -114.112238301402)"
Radisson Park,Calgary School District No. 19,Public School,Radisson Park School,2805 Radcliffe Drive SE,Calgary,AB,GRK-5,N,CBE Data,1334,Y,Y,N,N,2019/03/03,T2A0C8,1382841,-113.99223298724,51.0461613631759,"(51.0461613631759, -113.99223298724)"
Glenmore Christian Academy Elementary,GCA Educational Society,Private School,Glenmore Christian Academy Elementary,16520 - 24 Street S.W.,Calgary,AB,Elementary,N,Provincial Data,9928,N,Y,N,N,2019/03/03,T2Y4W2,1590356,-114.115253708078,50.9039795061973,"(50.9039795061973, -114.115253708078)"
Calgary Christian High,Palliser Regional Division No. 26,Public School,Calgary Christian High School,5029 - 26 Avenue S.W.,Calgary,AB,Junior High/Senior High,N,Provincial Data,9978,N,N,Y,Y,2019/03/03,T3E0R5,1382516,-114.158941090663,51.0297633570315,"(51.0297633570315, -114.158941090663)"
Dr. George Stanley,Calgary School District No. 19,Public School,Dr. George Stanley School,585 Cranston Drive SW,Calgary,AB,GR4-9,N,CBE Data,2084,N,Y,Y,N,2019/03/03,T3M0J4,2417018,-113.978288855923,50.8827771546132,"(50.8827771546132, -113.978288855923)"
William Reid,Calgary School District No. 19,Public School,William Reid School,1216 36 Avenue SW,Calgary,AB,GRK-4,N,CBE Data,9142,Y,Y,N,N,2019/03/03,T2T2E9,1382204,-114.090342811858,51.0221745013603,"(51.0221745013603, -114.090342811858)"
Alberta College of Art and Design,,Post Secondary,,,Calgary,AB,,Y,Post Secondary Data,,N,N,N,N,2019/03/03,,1382329,-114.090374218583,51.0632960956846,"(51.0632960956846, -114.090374218583)"
St. Thomas More,Calgary Roman Catholic Separate School District No. 1,Separate School,St. Thomas More School,6110 Temple Dr NE,Calgary,AB,Elementary,N,CSSD Data,8544,N,Y,N,N,2019/03/03,T1Y5V4,1382345,-113.945555985167,51.0853532228877,"(51.0853532228877, -113.945555985167)"
Our Lady of the Rosary,Calgary Roman Catholic Separate School District No. 1,Separate School,Our Lady of the Rosary School,41 Cranston Gate SE,Calgary,AB,Elementary,N,CSSD Data,2081,N,Y,N,N,2019/03/03,T3M0W7,2390392,-113.968206058883,50.874429184093,"(50.874429184093, -113.968206058883)"
Dr. Martha Cohen,Calgary School District No. 19,Public School,Dr. Martha Cohen School,116 Brightondale Park SE,Calgary,AB,GR5-9,N,CBE Data,2070,N,Y,Y,N,2019/03/03,T2Z0V1,2365833,-113.944732404059,50.9170989228581,"(50.9170989228581, -113.944732404059)"
